feature,importance_mean,importance_std
fatalities_per_100k,0.07750814510763719,0.0034641086225748745
log_gdp_per_capita,0.0649005920169306,0.003399856962112441
population_lag_12,0.046857966483433475,0.003645275363697122
gdp_per_capita_lag_12,0.04295969371977617,0.004277953916090715
log_population,0.04164231066356649,0.004807697380751652
gdp_growth_lag_12,0.016912928210112303,0.003363473547926738
