Predicted Probability,Observed Frequency
0.006894246244833199,0.0
0.009046905832281276,0.0
0.009973288400591859,0.0
0.010728459348156522,0.0012106537530266344
0.012801663380600592,0.010804321728691477
0.01472931754611811,0.01076555023923445
0.01900231115469652,0.025547445255474453
0.031203688780913317,0.031287605294825514
0.059155328273160175,0.060240963855421686
0.19137302522007876,0.18870192307692307
